menu_item_id,item_name,category,price,order_details_id,order_id,order_date,order_time
106,French Fries,American,7,3602,1596,27/01/2023,18:22:07
105,Mac & Cheese,American,7,3603,1597,27/01/2023,18:22:23
125,Spaghetti & Meatballs,Italian,17.95,3604,1598,27/01/2023,18:31:26
119,Chicken Torta,Mexican,11.95,3605,1598,27/01/2023,18:31:26
124,Spaghetti,Italian,14.5,3606,1599,27/01/2023,18:33:59
119,Chicken Torta,Mexican,11.95,3607,1599,27/01/2023,18:33:59
111,California Roll,Asian,11.95,3608,1600,27/01/2023,18:37:54
112,Salmon Roll,Asian,14.95,3609,1600,27/01/2023,18:37:54
110,Pork Ramen,Asian,17.95,3610,1601,27/01/2023,18:48:01
114,Potstickers,Asian,9,3611,1601,27/01/2023,18:48:01
116,Steak Tacos,Mexican,13.95,3612,1602,27/01/2023,18:49:15
106,French Fries,American,7,3613,1602,27/01/2023,18:49:15
109,Korean Beef Bowl,Asian,17.95,3614,1603,27/01/2023,19:16:45
129,Mushroom Ravioli,Italian,15.5,3615,1604,27/01/2023,20:05:01
111,California Roll,Asian,11.95,3616,1604,27/01/2023,20:05:01
110,Pork Ramen,Asian,17.95,3617,1605,27/01/2023,20:05:27
127,Meat Lasagna,Italian,17.95,3618,1605,27/01/2023,20:05:27
128,Cheese Lasagna,Italian,15.5,3619,1606,27/01/2023,20:07:37
113,Edamame,Asian,5,3620,1606,27/01/2023,20:07:37
115,Chicken Tacos,Mexican,11.95,3621,1607,27/01/2023,20:09:27
109,Korean Beef Bowl,Asian,17.95,3622,1607,27/01/2023,20:09:27
110,Pork Ramen,Asian,17.95,3623,1607,27/01/2023,20:09:27
132,Eggplant Parmesan,Italian,16.95,3624,1608,27/01/2023,20:10:32
109,Korean Beef Bowl,Asian,17.95,3625,1609,27/01/2023,20:17:48
128,Cheese Lasagna,Italian,15.5,3626,1609,27/01/2023,20:17:48
119,Chicken Torta,Mexican,11.95,3627,1610,27/01/2023,20:43:11
108,Tofu Pad Thai,Asian,14.5,3628,1611,27/01/2023,21:03:04
112,Salmon Roll,Asian,14.95,3629,1611,27/01/2023,21:03:04
113,Edamame,Asian,5,3630,1611,27/01/2023,21:03:04
118,Steak Burrito,Mexican,14.95,3631,1611,27/01/2023,21:03:04
122,Chips & Salsa,Mexican,7,3632,1612,27/01/2023,21:03:29
114,Potstickers,Asian,9,3633,1612,27/01/2023,21:03:29
125,Spaghetti & Meatballs,Italian,17.95,3634,1613,27/01/2023,21:05:59
110,Pork Ramen,Asian,17.95,3635,1613,27/01/2023,21:05:59
105,Mac & Cheese,American,7,3636,1613,27/01/2023,21:05:59
132,Eggplant Parmesan,Italian,16.95,3637,1613,27/01/2023,21:05:59
107,Orange Chicken,Asian,16.5,3638,1614,27/01/2023,22:10:01
111,California Roll,Asian,11.95,3639,1614,27/01/2023,22:10:01
111,California Roll,Asian,11.95,3640,1615,27/01/2023,22:11:38
113,Edamame,Asian,5,3641,1616,27/01/2023,22:22:25
123,Chips & Guacamole,Mexican,9,3642,1616,27/01/2023,22:22:25
125,Spaghetti & Meatballs,Italian,17.95,3643,1617,27/01/2023,22:25:26
118,Steak Burrito,Mexican,14.95,3644,1617,27/01/2023,22:25:26
107,Orange Chicken,Asian,16.5,3645,1618,28/01/2023,11:28:33
104,Veggie Burger,American,10.5,3646,1618,28/01/2023,11:28:33
113,Edamame,Asian,5,3647,1618,28/01/2023,11:28:33
120,Steak Torta,Mexican,13.95,3648,1618,28/01/2023,11:28:33
101,Hamburger,American,12.95,3649,1619,28/01/2023,11:36:34
108,Tofu Pad Thai,Asian,14.5,3650,1619,28/01/2023,11:36:34
118,Steak Burrito,Mexican,14.95,3651,1620,28/01/2023,11:38:50
122,Chips & Salsa,Mexican,7,3652,1620,28/01/2023,11:38:50
107,Orange Chicken,Asian,16.5,3653,1621,28/01/2023,11:43:54
115,Chicken Tacos,Mexican,11.95,3654,1622,28/01/2023,11:49:42
122,Chips & Salsa,Mexican,7,3655,1622,28/01/2023,11:49:42
117,Chicken Burrito,Mexican,12.95,3656,1623,28/01/2023,11:50:41
102,Cheeseburger,American,13.95,3657,1624,28/01/2023,11:55:46
117,Chicken Burrito,Mexican,12.95,3658,1625,28/01/2023,11:58:42
109,Korean Beef Bowl,Asian,17.95,3659,1626,28/01/2023,12:04:16
101,Hamburger,American,12.95,3660,1627,28/01/2023,12:09:40
115,Chicken Tacos,Mexican,11.95,3661,1628,28/01/2023,12:16:39
125,Spaghetti & Meatballs,Italian,17.95,3662,1628,28/01/2023,12:16:39
131,Chicken Parmesan,Italian,17.95,3663,1628,28/01/2023,12:16:39
108,Tofu Pad Thai,Asian,14.5,3664,1629,28/01/2023,12:17:09
118,Steak Burrito,Mexican,14.95,3665,1629,28/01/2023,12:17:09
106,French Fries,American,7,3666,1629,28/01/2023,12:17:09
124,Spaghetti,Italian,14.5,3667,1630,28/01/2023,12:19:50
126,Fettuccine Alfredo,Italian,14.5,3668,1630,28/01/2023,12:19:50
113,Edamame,Asian,5,3669,1630,28/01/2023,12:19:50
108,Tofu Pad Thai,Asian,14.5,3670,1631,28/01/2023,12:20:11
132,Eggplant Parmesan,Italian,16.95,3671,1631,28/01/2023,12:20:11
112,Salmon Roll,Asian,14.95,3672,1632,28/01/2023,12:20:31
122,Chips & Salsa,Mexican,7,3673,1632,28/01/2023,12:20:31
131,Chicken Parmesan,Italian,17.95,3674,1632,28/01/2023,12:20:31
113,Edamame,Asian,5,3675,1633,28/01/2023,12:45:52
120,Steak Torta,Mexican,13.95,3676,1633,28/01/2023,12:45:52
130,Shrimp Scampi,Italian,19.95,3677,1633,28/01/2023,12:45:52
126,Fettuccine Alfredo,Italian,14.5,3678,1634,28/01/2023,12:47:43
107,Orange Chicken,Asian,16.5,3679,1635,28/01/2023,13:07:37
132,Eggplant Parmesan,Italian,16.95,3680,1636,28/01/2023,13:07:52
101,Hamburger,American,12.95,3681,1637,28/01/2023,13:21:08
108,Tofu Pad Thai,Asian,14.5,3682,1637,28/01/2023,13:21:08
120,Steak Torta,Mexican,13.95,3683,1637,28/01/2023,13:21:08
110,Pork Ramen,Asian,17.95,3684,1638,28/01/2023,13:34:25
129,Mushroom Ravioli,Italian,15.5,3685,1638,28/01/2023,13:34:25
131,Chicken Parmesan,Italian,17.95,3686,1638,28/01/2023,13:34:25
101,Hamburger,American,12.95,3688,1639,28/01/2023,13:37:57
104,Veggie Burger,American,10.5,3689,1639,28/01/2023,13:37:57
109,Korean Beef Bowl,Asian,17.95,3690,1639,28/01/2023,13:37:57
109,Korean Beef Bowl,Asian,17.95,3691,1639,28/01/2023,13:37:57
109,Korean Beef Bowl,Asian,17.95,3692,1639,28/01/2023,13:37:57
118,Steak Burrito,Mexican,14.95,3693,1639,28/01/2023,13:37:57
119,Chicken Torta,Mexican,11.95,3694,1639,28/01/2023,13:37:57
131,Chicken Parmesan,Italian,17.95,3696,1640,28/01/2023,13:45:42
108,Tofu Pad Thai,Asian,14.5,3697,1641,28/01/2023,14:21:48
113,Edamame,Asian,5,3698,1641,28/01/2023,14:21:48
102,Cheeseburger,American,13.95,3699,1642,28/01/2023,14:26:49
108,Tofu Pad Thai,Asian,14.5,3700,1642,28/01/2023,14:26:49
121,Cheese Quesadillas,Mexican,10.5,3701,1642,28/01/2023,14:26:49
105,Mac & Cheese,American,7,3702,1642,28/01/2023,14:26:49
102,Cheeseburger,American,13.95,3703,1643,28/01/2023,14:46:45
103,Hot Dog,American,9,3704,1643,28/01/2023,14:46:45
111,California Roll,Asian,11.95,3705,1643,28/01/2023,14:46:45
101,Hamburger,American,12.95,3706,1644,28/01/2023,15:01:14
101,Hamburger,American,12.95,3707,1644,28/01/2023,15:01:14
108,Tofu Pad Thai,Asian,14.5,3708,1644,28/01/2023,15:01:14
132,Eggplant Parmesan,Italian,16.95,3709,1645,28/01/2023,15:16:01
101,Hamburger,American,12.95,3710,1646,28/01/2023,15:28:30
110,Pork Ramen,Asian,17.95,3711,1646,28/01/2023,15:28:30
111,California Roll,Asian,11.95,3712,1646,28/01/2023,15:28:30
125,Spaghetti & Meatballs,Italian,17.95,3713,1647,28/01/2023,15:29:24
117,Chicken Burrito,Mexican,12.95,3714,1648,28/01/2023,15:43:15
129,Mushroom Ravioli,Italian,15.5,3715,1648,28/01/2023,15:43:15
105,Mac & Cheese,American,7,3716,1648,28/01/2023,15:43:15
122,Chips & Salsa,Mexican,7,3717,1648,28/01/2023,15:43:15
116,Steak Tacos,Mexican,13.95,3718,1649,28/01/2023,16:26:11
101,Hamburger,American,12.95,3719,1650,28/01/2023,16:35:45
102,Cheeseburger,American,13.95,3720,1650,28/01/2023,16:35:45
110,Pork Ramen,Asian,17.95,3721,1650,28/01/2023,16:35:45
105,Mac & Cheese,American,7,3722,1650,28/01/2023,16:35:45
127,Meat Lasagna,Italian,17.95,3723,1651,28/01/2023,16:40:16
106,French Fries,American,7,3724,1652,28/01/2023,16:56:19
132,Eggplant Parmesan,Italian,16.95,3725,1652,28/01/2023,16:56:19
107,Orange Chicken,Asian,16.5,3726,1653,28/01/2023,17:28:53
129,Mushroom Ravioli,Italian,15.5,3727,1653,28/01/2023,17:28:53
120,Steak Torta,Mexican,13.95,3728,1654,28/01/2023,17:31:36
122,Chips & Salsa,Mexican,7,3729,1654,28/01/2023,17:31:36
101,Hamburger,American,12.95,3730,1655,28/01/2023,18:15:14
121,Cheese Quesadillas,Mexican,10.5,3731,1655,28/01/2023,18:15:14
122,Chips & Salsa,Mexican,7,3732,1655,28/01/2023,18:15:14
109,Korean Beef Bowl,Asian,17.95,3733,1656,28/01/2023,18:15:57
112,Salmon Roll,Asian,14.95,3734,1656,28/01/2023,18:15:57
131,Chicken Parmesan,Italian,17.95,3735,1656,28/01/2023,18:15:57
114,Potstickers,Asian,9,3736,1656,28/01/2023,18:15:57
101,Hamburger,American,12.95,3737,1657,28/01/2023,18:24:14
131,Chicken Parmesan,Italian,17.95,3738,1657,28/01/2023,18:24:14
108,Tofu Pad Thai,Asian,14.5,3739,1658,28/01/2023,18:44:20
121,Cheese Quesadillas,Mexican,10.5,3740,1658,28/01/2023,18:44:20
124,Spaghetti,Italian,14.5,3741,1659,28/01/2023,18:48:06
110,Pork Ramen,Asian,17.95,3742,1659,28/01/2023,18:48:06
112,Salmon Roll,Asian,14.95,3743,1659,28/01/2023,18:48:06
120,Steak Torta,Mexican,13.95,3744,1659,28/01/2023,18:48:06
107,Orange Chicken,Asian,16.5,3745,1660,28/01/2023,19:00:12
103,Hot Dog,American,9,3746,1661,28/01/2023,19:05:34
111,California Roll,Asian,11.95,3747,1661,28/01/2023,19:05:34
111,California Roll,Asian,11.95,3748,1662,28/01/2023,19:54:25
127,Meat Lasagna,Italian,17.95,3749,1663,28/01/2023,20:46:18
127,Meat Lasagna,Italian,17.95,3750,1663,28/01/2023,20:46:18
120,Steak Torta,Mexican,13.95,3751,1663,28/01/2023,20:46:18
106,French Fries,American,7,3752,1663,28/01/2023,20:46:18
129,Mushroom Ravioli,Italian,15.5,3753,1664,28/01/2023,21:09:10
120,Steak Torta,Mexican,13.95,3754,1665,28/01/2023,21:24:32
106,French Fries,American,7,3755,1665,28/01/2023,21:24:32
120,Steak Torta,Mexican,13.95,3756,1666,28/01/2023,21:28:58
111,California Roll,Asian,11.95,3757,1667,28/01/2023,21:41:42
107,Orange Chicken,Asian,16.5,3758,1668,28/01/2023,22:28:44
109,Korean Beef Bowl,Asian,17.95,3759,1668,28/01/2023,22:28:44
113,Edamame,Asian,5,3760,1668,28/01/2023,22:28:44
104,Veggie Burger,American,10.5,3761,1669,29/01/2023,11:43:36
124,Spaghetti,Italian,14.5,3762,1670,29/01/2023,11:52:11
105,Mac & Cheese,American,7,3763,1670,29/01/2023,11:52:11
122,Chips & Salsa,Mexican,7,3764,1670,29/01/2023,11:52:11
132,Eggplant Parmesan,Italian,16.95,3765,1670,29/01/2023,11:52:11
101,Hamburger,American,12.95,3766,1671,29/01/2023,11:55:01
102,Cheeseburger,American,13.95,3767,1671,29/01/2023,11:55:01
130,Shrimp Scampi,Italian,19.95,3768,1672,29/01/2023,12:14:46
129,Mushroom Ravioli,Italian,15.5,3769,1673,29/01/2023,12:19:02
124,Spaghetti,Italian,14.5,3770,1674,29/01/2023,12:26:17
109,Korean Beef Bowl,Asian,17.95,3771,1675,29/01/2023,12:26:53
113,Edamame,Asian,5,3772,1675,29/01/2023,12:26:53
120,Steak Torta,Mexican,13.95,3773,1675,29/01/2023,12:26:53
122,Chips & Salsa,Mexican,7,3774,1675,29/01/2023,12:26:53
125,Spaghetti & Meatballs,Italian,17.95,3775,1676,29/01/2023,12:39:31
104,Veggie Burger,American,10.5,3776,1677,29/01/2023,12:45:39
113,Edamame,Asian,5,3777,1678,29/01/2023,13:06:51
116,Steak Tacos,Mexican,13.95,3778,1679,29/01/2023,13:08:52
101,Hamburger,American,12.95,3780,1681,29/01/2023,13:23:39
102,Cheeseburger,American,13.95,3781,1681,29/01/2023,13:23:39
101,Hamburger,American,12.95,3782,1682,29/01/2023,13:27:10
113,Edamame,Asian,5,3783,1682,29/01/2023,13:27:10
129,Mushroom Ravioli,Italian,15.5,3784,1683,29/01/2023,13:27:41
101,Hamburger,American,12.95,3785,1684,29/01/2023,13:33:16
107,Orange Chicken,Asian,16.5,3786,1684,29/01/2023,13:33:16
113,Edamame,Asian,5,3787,1684,29/01/2023,13:33:16
120,Steak Torta,Mexican,13.95,3788,1684,29/01/2023,13:33:16
121,Cheese Quesadillas,Mexican,10.5,3789,1684,29/01/2023,13:33:16
106,French Fries,American,7,3790,1684,29/01/2023,13:33:16
101,Hamburger,American,12.95,3791,1685,29/01/2023,13:36:52
102,Cheeseburger,American,13.95,3792,1685,29/01/2023,13:36:52
124,Spaghetti,Italian,14.5,3793,1685,29/01/2023,13:36:52
110,Pork Ramen,Asian,17.95,3794,1685,29/01/2023,13:36:52
117,Chicken Burrito,Mexican,12.95,3795,1685,29/01/2023,13:36:52
128,Cheese Lasagna,Italian,15.5,3796,1685,29/01/2023,13:36:52
128,Cheese Lasagna,Italian,15.5,3797,1685,29/01/2023,13:36:52
111,California Roll,Asian,11.95,3798,1685,29/01/2023,13:36:52
118,Steak Burrito,Mexican,14.95,3799,1685,29/01/2023,13:36:52
120,Steak Torta,Mexican,13.95,3800,1685,29/01/2023,13:36:52
120,Steak Torta,Mexican,13.95,3801,1685,29/01/2023,13:36:52
105,Mac & Cheese,American,7,3802,1685,29/01/2023,13:36:52
106,French Fries,American,7,3803,1685,29/01/2023,13:36:52
124,Spaghetti,Italian,14.5,3804,1686,29/01/2023,13:37:50
110,Pork Ramen,Asian,17.95,3805,1686,29/01/2023,13:37:50
119,Chicken Torta,Mexican,11.95,3806,1686,29/01/2023,13:37:50
132,Eggplant Parmesan,Italian,16.95,3807,1686,29/01/2023,13:37:50
118,Steak Burrito,Mexican,14.95,3808,1687,29/01/2023,13:39:42
106,French Fries,American,7,3809,1687,29/01/2023,13:39:42
113,Edamame,Asian,5,3810,1688,29/01/2023,13:42:20
131,Chicken Parmesan,Italian,17.95,3811,1689,29/01/2023,13:51:07
125,Spaghetti & Meatballs,Italian,17.95,3812,1690,29/01/2023,13:55:35
110,Pork Ramen,Asian,17.95,3813,1691,29/01/2023,14:13:32
127,Meat Lasagna,Italian,17.95,3814,1692,29/01/2023,14:24:36
127,Meat Lasagna,Italian,17.95,3815,1693,29/01/2023,14:28:24
102,Cheeseburger,American,13.95,3816,1694,29/01/2023,14:39:52
120,Steak Torta,Mexican,13.95,3817,1695,29/01/2023,15:11:01
106,French Fries,American,7,3818,1695,29/01/2023,15:11:01
101,Hamburger,American,12.95,3819,1696,29/01/2023,15:26:55
129,Mushroom Ravioli,Italian,15.5,3820,1696,29/01/2023,15:26:55
108,Tofu Pad Thai,Asian,14.5,3821,1697,29/01/2023,16:01:52
119,Chicken Torta,Mexican,11.95,3822,1697,29/01/2023,16:01:52
117,Chicken Burrito,Mexican,12.95,3823,1698,29/01/2023,16:04:23
119,Chicken Torta,Mexican,11.95,3824,1698,29/01/2023,16:04:23
120,Steak Torta,Mexican,13.95,3825,1698,29/01/2023,16:04:23
105,Mac & Cheese,American,7,3826,1699,29/01/2023,16:05:53
116,Steak Tacos,Mexican,13.95,3827,1700,29/01/2023,16:07:41
111,California Roll,Asian,11.95,3828,1701,29/01/2023,16:40:57
104,Veggie Burger,American,10.5,3829,1702,29/01/2023,16:48:09
101,Hamburger,American,12.95,3830,1703,29/01/2023,17:47:55
119,Chicken Torta,Mexican,11.95,3831,1703,29/01/2023,17:47:55
103,Hot Dog,American,9,3832,1704,29/01/2023,18:15:40
117,Chicken Burrito,Mexican,12.95,3833,1704,29/01/2023,18:15:40
121,Cheese Quesadillas,Mexican,10.5,3834,1704,29/01/2023,18:15:40
132,Eggplant Parmesan,Italian,16.95,3835,1704,29/01/2023,18:15:40
110,Pork Ramen,Asian,17.95,3836,1705,29/01/2023,18:38:41
129,Mushroom Ravioli,Italian,15.5,3837,1705,29/01/2023,18:38:41
129,Mushroom Ravioli,Italian,15.5,3838,1706,29/01/2023,18:44:29
110,Pork Ramen,Asian,17.95,3839,1707,29/01/2023,18:45:58
113,Edamame,Asian,5,3840,1707,29/01/2023,18:45:58
117,Chicken Burrito,Mexican,12.95,3841,1708,29/01/2023,18:53:35
101,Hamburger,American,12.95,3842,1709,29/01/2023,18:55:40
118,Steak Burrito,Mexican,14.95,3843,1709,29/01/2023,18:55:40
102,Cheeseburger,American,13.95,3845,1710,29/01/2023,18:58:20
125,Spaghetti & Meatballs,Italian,17.95,3846,1710,29/01/2023,18:58:20
109,Korean Beef Bowl,Asian,17.95,3847,1710,29/01/2023,18:58:20
125,Spaghetti & Meatballs,Italian,17.95,3848,1711,29/01/2023,18:59:29
102,Cheeseburger,American,13.95,3849,1712,29/01/2023,19:23:49
117,Chicken Burrito,Mexican,12.95,3850,1712,29/01/2023,19:23:49
127,Meat Lasagna,Italian,17.95,3851,1713,29/01/2023,19:32:08
112,Salmon Roll,Asian,14.95,3852,1714,29/01/2023,19:34:31
124,Spaghetti,Italian,14.5,3853,1715,29/01/2023,19:36:45
109,Korean Beef Bowl,Asian,17.95,3854,1715,29/01/2023,19:36:45
113,Edamame,Asian,5,3855,1715,29/01/2023,19:36:45
132,Eggplant Parmesan,Italian,16.95,3856,1715,29/01/2023,19:36:45
112,Salmon Roll,Asian,14.95,3857,1716,29/01/2023,20:05:12
113,Edamame,Asian,5,3858,1716,29/01/2023,20:05:12
124,Spaghetti,Italian,14.5,3859,1717,29/01/2023,20:15:35
102,Cheeseburger,American,13.95,3860,1718,29/01/2023,20:15:51
119,Chicken Torta,Mexican,11.95,3861,1718,29/01/2023,20:15:51
122,Chips & Salsa,Mexican,7,3862,1718,29/01/2023,20:15:51
130,Shrimp Scampi,Italian,19.95,3863,1718,29/01/2023,20:15:51
105,Mac & Cheese,American,7,3864,1719,29/01/2023,20:23:41
129,Mushroom Ravioli,Italian,15.5,3865,1720,29/01/2023,20:37:53
114,Potstickers,Asian,9,3866,1720,29/01/2023,20:37:53
101,Hamburger,American,12.95,3867,1721,29/01/2023,20:38:52
106,French Fries,American,7,3868,1721,29/01/2023,20:38:52
104,Veggie Burger,American,10.5,3869,1722,29/01/2023,20:41:46
115,Chicken Tacos,Mexican,11.95,3870,1723,29/01/2023,20:50:55
122,Chips & Salsa,Mexican,7,3871,1724,29/01/2023,21:04:42
109,Korean Beef Bowl,Asian,17.95,3872,1725,29/01/2023,21:27:53
130,Shrimp Scampi,Italian,19.95,3873,1725,29/01/2023,21:27:53
108,Tofu Pad Thai,Asian,14.5,3874,1726,29/01/2023,22:44:10
112,Salmon Roll,Asian,14.95,3875,1726,29/01/2023,22:44:10
113,Edamame,Asian,5,3876,1727,30/01/2023,11:25:25
106,French Fries,American,7,3877,1727,30/01/2023,11:25:25
129,Mushroom Ravioli,Italian,15.5,3878,1728,30/01/2023,11:30:32
119,Chicken Torta,Mexican,11.95,3879,1728,30/01/2023,11:30:32
108,Tofu Pad Thai,Asian,14.5,3880,1729,30/01/2023,11:37:42
109,Korean Beef Bowl,Asian,17.95,3881,1730,30/01/2023,11:39:14
117,Chicken Burrito,Mexican,12.95,3882,1730,30/01/2023,11:39:14
119,Chicken Torta,Mexican,11.95,3883,1730,30/01/2023,11:39:14
120,Steak Torta,Mexican,13.95,3884,1731,30/01/2023,12:17:29
101,Hamburger,American,12.95,3885,1732,30/01/2023,12:20:46
107,Orange Chicken,Asian,16.5,3886,1732,30/01/2023,12:20:46
119,Chicken Torta,Mexican,11.95,3887,1732,30/01/2023,12:20:46
110,Pork Ramen,Asian,17.95,3888,1733,30/01/2023,12:26:56
101,Hamburger,American,12.95,3889,1734,30/01/2023,12:36:42
107,Orange Chicken,Asian,16.5,3890,1734,30/01/2023,12:36:42
102,Cheeseburger,American,13.95,3891,1734,30/01/2023,12:36:42
103,Hot Dog,American,9,3892,1734,30/01/2023,12:36:42
104,Veggie Burger,American,10.5,3893,1734,30/01/2023,12:36:42
108,Tofu Pad Thai,Asian,14.5,3894,1734,30/01/2023,12:36:42
125,Spaghetti & Meatballs,Italian,17.95,3895,1734,30/01/2023,12:36:42
117,Chicken Burrito,Mexican,12.95,3896,1734,30/01/2023,12:36:42
129,Mushroom Ravioli,Italian,15.5,3897,1734,30/01/2023,12:36:42
120,Steak Torta,Mexican,13.95,3898,1734,30/01/2023,12:36:42
122,Chips & Salsa,Mexican,7,3899,1734,30/01/2023,12:36:42
106,French Fries,American,7,3900,1734,30/01/2023,12:36:42
106,French Fries,American,7,3901,1734,30/01/2023,12:36:42
102,Cheeseburger,American,13.95,3902,1735,30/01/2023,12:59:38
113,Edamame,Asian,5,3903,1736,30/01/2023,13:34:18
116,Steak Tacos,Mexican,13.95,3904,1737,30/01/2023,13:41:21
103,Hot Dog,American,9,3905,1737,30/01/2023,13:41:21
104,Veggie Burger,American,10.5,3906,1737,30/01/2023,13:41:21
101,Hamburger,American,12.95,3907,1738,30/01/2023,13:46:49
109,Korean Beef Bowl,Asian,17.95,3908,1738,30/01/2023,13:46:49
117,Chicken Burrito,Mexican,12.95,3909,1738,30/01/2023,13:46:49
127,Meat Lasagna,Italian,17.95,3910,1738,30/01/2023,13:46:49
101,Hamburger,American,12.95,3911,1739,30/01/2023,13:49:56
101,Hamburger,American,12.95,3912,1739,30/01/2023,13:49:56
103,Hot Dog,American,9,3913,1740,30/01/2023,14:14:17
120,Steak Torta,Mexican,13.95,3914,1741,30/01/2023,14:19:34
124,Spaghetti,Italian,14.5,3915,1742,30/01/2023,14:23:30
121,Cheese Quesadillas,Mexican,10.5,3916,1743,30/01/2023,14:25:35
101,Hamburger,American,12.95,3917,1744,30/01/2023,14:26:51
108,Tofu Pad Thai,Asian,14.5,3918,1744,30/01/2023,14:26:51
118,Steak Burrito,Mexican,14.95,3919,1744,30/01/2023,14:26:51
115,Chicken Tacos,Mexican,11.95,3920,1745,30/01/2023,14:43:16
108,Tofu Pad Thai,Asian,14.5,3921,1745,30/01/2023,14:43:16
126,Fettuccine Alfredo,Italian,14.5,3922,1745,30/01/2023,14:43:16
123,Chips & Guacamole,Mexican,9,3923,1745,30/01/2023,14:43:16
108,Tofu Pad Thai,Asian,14.5,3924,1746,30/01/2023,15:07:16
113,Edamame,Asian,5,3925,1747,30/01/2023,15:17:51
102,Cheeseburger,American,13.95,3927,1748,30/01/2023,15:32:57
130,Shrimp Scampi,Italian,19.95,3928,1749,30/01/2023,16:02:56
123,Chips & Guacamole,Mexican,9,3929,1749,30/01/2023,16:02:56
101,Hamburger,American,12.95,3931,1750,30/01/2023,16:12:42
128,Cheese Lasagna,Italian,15.5,3932,1750,30/01/2023,16:12:42
102,Cheeseburger,American,13.95,3933,1751,30/01/2023,16:49:58
125,Spaghetti & Meatballs,Italian,17.95,3934,1751,30/01/2023,16:49:58
127,Meat Lasagna,Italian,17.95,3935,1752,30/01/2023,16:51:01
122,Chips & Salsa,Mexican,7,3936,1752,30/01/2023,16:51:01
102,Cheeseburger,American,13.95,3937,1753,30/01/2023,16:53:40
123,Chips & Guacamole,Mexican,9,3938,1753,30/01/2023,16:53:40
101,Hamburger,American,12.95,3939,1754,30/01/2023,17:11:32
103,Hot Dog,American,9,3940,1754,30/01/2023,17:11:32
127,Meat Lasagna,Italian,17.95,3941,1754,30/01/2023,17:11:32
105,Mac & Cheese,American,7,3942,1754,30/01/2023,17:11:32
109,Korean Beef Bowl,Asian,17.95,3943,1755,30/01/2023,17:22:31
114,Potstickers,Asian,9,3944,1755,30/01/2023,17:22:31
128,Cheese Lasagna,Italian,15.5,3945,1756,30/01/2023,17:30:17
108,Tofu Pad Thai,Asian,14.5,3946,1757,30/01/2023,17:32:30
110,Pork Ramen,Asian,17.95,3947,1757,30/01/2023,17:32:30
105,Mac & Cheese,American,7,3948,1758,30/01/2023,17:38:25
132,Eggplant Parmesan,Italian,16.95,3949,1758,30/01/2023,17:38:25
117,Chicken Burrito,Mexican,12.95,3950,1759,30/01/2023,17:49:25
129,Mushroom Ravioli,Italian,15.5,3951,1759,30/01/2023,17:49:25
119,Chicken Torta,Mexican,11.95,3952,1759,30/01/2023,17:49:25
131,Chicken Parmesan,Italian,17.95,3953,1759,30/01/2023,17:49:25
126,Fettuccine Alfredo,Italian,14.5,3954,1760,30/01/2023,18:00:46
108,Tofu Pad Thai,Asian,14.5,3955,1761,30/01/2023,18:02:30
110,Pork Ramen,Asian,17.95,3956,1762,30/01/2023,18:14:18
125,Spaghetti & Meatballs,Italian,17.95,3957,1763,30/01/2023,18:24:28
127,Meat Lasagna,Italian,17.95,3958,1764,30/01/2023,18:24:57
121,Cheese Quesadillas,Mexican,10.5,3959,1764,30/01/2023,18:24:57
130,Shrimp Scampi,Italian,19.95,3960,1764,30/01/2023,18:24:57
127,Meat Lasagna,Italian,17.95,3961,1765,30/01/2023,18:32:30
129,Mushroom Ravioli,Italian,15.5,3962,1765,30/01/2023,18:32:30
129,Mushroom Ravioli,Italian,15.5,3963,1766,30/01/2023,18:50:13
102,Cheeseburger,American,13.95,3964,1767,30/01/2023,19:03:49
108,Tofu Pad Thai,Asian,14.5,3965,1767,30/01/2023,19:03:49
124,Spaghetti,Italian,14.5,3966,1767,30/01/2023,19:03:49
117,Chicken Burrito,Mexican,12.95,3967,1767,30/01/2023,19:03:49
103,Hot Dog,American,9,3968,1768,30/01/2023,19:28:42
109,Korean Beef Bowl,Asian,17.95,3969,1769,30/01/2023,19:28:51
119,Chicken Torta,Mexican,11.95,3970,1769,30/01/2023,19:28:51
103,Hot Dog,American,9,3971,1770,30/01/2023,19:31:17
108,Tofu Pad Thai,Asian,14.5,3972,1771,30/01/2023,19:46:17
131,Chicken Parmesan,Italian,17.95,3973,1771,30/01/2023,19:46:17
127,Meat Lasagna,Italian,17.95,3974,1772,30/01/2023,19:57:11
107,Orange Chicken,Asian,16.5,3975,1773,30/01/2023,20:06:40
108,Tofu Pad Thai,Asian,14.5,3976,1773,30/01/2023,20:06:40
123,Chips & Guacamole,Mexican,9,3977,1773,30/01/2023,20:06:40
106,French Fries,American,7,3978,1773,30/01/2023,20:06:40
119,Chicken Torta,Mexican,11.95,3979,1774,30/01/2023,20:07:05
118,Steak Burrito,Mexican,14.95,3980,1775,30/01/2023,20:07:17
125,Spaghetti & Meatballs,Italian,17.95,3981,1776,30/01/2023,20:09:16
130,Shrimp Scampi,Italian,19.95,3982,1776,30/01/2023,20:09:16
106,French Fries,American,7,3983,1776,30/01/2023,20:09:16
120,Steak Torta,Mexican,13.95,3984,1777,30/01/2023,20:11:18
109,Korean Beef Bowl,Asian,17.95,3985,1778,30/01/2023,20:26:02
116,Steak Tacos,Mexican,13.95,3986,1779,30/01/2023,20:27:12
